date,time,low,high,open,close,volume
2018-08-17 18:00:00,1534528800,6471.0,6517.25,6510.0,6513.0,398.1784330499971
2018-08-17 17:00:00,1534525200,6499.99,6550.0,6499.99,6510.0,766.2584336999948
2018-08-17 16:00:00,1534521600,6460.0,6539.39,6477.48,6499.99,618.31309342999
2018-08-17 15:00:00,1534518000,6467.06,6510.0,6467.07,6477.48,418.53098684999816
2018-08-17 14:00:00,1534514400,6436.22,6496.58,6486.4,6467.07,421.54478871999453
2018-08-17 13:00:00,1534510800,6457.0,6525.11,6481.87,6486.4,543.774399179994
2018-08-17 12:00:00,1534507200,6444.4,6490.0,6464.01,6481.88,153.2490573100007
2018-08-17 11:00:00,1534503600,6427.99,6483.3,6428.0,6464.01,185.76571533000129
2018-08-17 10:00:00,1534500000,6408.16,6559.75,6498.31,6427.99,953.8385948099897
2018-08-17 09:00:00,1534496400,6460.5,6508.86,6466.7,6498.31,233.9408082600013
2018-08-17 08:00:00,1534492800,6448.0,6493.33,6493.25,6466.69,150.97328115000118
2018-08-17 07:00:00,1534489200,6455.02,6520.0,6508.0,6493.26,308.22662841999795
2018-08-17 06:00:00,1534485600,6426.1,6508.0,6449.52,6508.0,220.02682658000043
2018-08-17 05:00:00,1534482000,6430.0,6494.93,6470.01,6449.99,282.3513314099982
2018-08-17 04:00:00,1534478400,6413.81,6528.22,6421.01,6470.02,848.70644227999
2018-08-17 03:00:00,1534474800,6401.0,6435.0,6419.69,6421.01,311.32911159999884
2018-08-17 02:00:00,1534471200,6340.16,6438.24,6342.51,6419.69,507.0183417599978
2018-08-17 01:00:00,1534467600,6335.41,6366.01,6341.21,6342.5,272.15877047999976
2018-08-17 00:00:00,1534464000,6290.39,6341.21,6315.9,6341.2,237.12167887000115
2018-08-16 23:00:00,1534460400,6265.0,6317.58,6275.81,6315.9,257.25561769
2018-08-16 22:00:00,1534456800,6275.81,6299.0,6280.0,6275.82,212.4916762100005
2018-08-16 21:00:00,1534453200,6232.3,6298.0,6256.24,6280.0,478.53615010999636
2018-08-16 20:00:00,1534449600,6255.0,6414.98,6410.0,6256.24,1031.6758312299874
2018-08-16 19:00:00,1534446000,6395.0,6438.1,6427.5,6410.01,339.156588259998
2018-08-16 18:00:00,1534442400,6386.5,6427.5,6416.71,6427.49,567.2465325299967
2018-08-16 17:00:00,1534438800,6380.0,6464.0,6400.49,6416.71,549.1470999199948
2018-08-16 16:00:00,1534435200,6385.59,6430.01,6407.24,6401.58,363.616106039999
2018-08-16 15:00:00,1534431600,6303.0,6433.0,6323.87,6407.23,659.160971369992
2018-08-16 14:00:00,1534428000,6323.87,6363.0,6351.53,6323.87,252.956320830001
2018-08-16 13:00:00,1534424400,6290.55,6351.15,6321.45,6351.15,287.67668981000094
2018-08-16 12:00:00,1534420800,6283.0,6475.0,6439.99,6321.44,742.4264317299902
2018-08-16 11:00:00,1534417200,6418.2,6447.18,6447.18,6439.99,227.64631964000083
2018-08-16 10:00:00,1534413600,6371.8,6475.01,6389.89,6447.17,374.51997189999724
2018-08-16 09:00:00,1534410000,6379.58,6421.42,6387.81,6389.89,179.58115894000034
2018-08-16 08:00:00,1534406400,6373.75,6422.99,6377.55,6387.81,138.36822863000106
2018-08-16 07:00:00,1534402800,6301.99,6417.0,6302.0,6377.55,365.65934007999635
2018-08-16 06:00:00,1534399200,6270.0,6303.91,6287.43,6301.99,117.51138802000092
2018-08-16 05:00:00,1534395600,6280.0,6315.0,6312.27,6287.42,144.4478711700016
2018-08-16 04:00:00,1534392000,6265.0,6320.27,6280.01,6312.27,226.5535783600013
2018-08-16 03:00:00,1534388400,6275.0,6335.0,6293.28,6280.0,293.47269301000216
2018-08-16 02:00:00,1534384800,6266.68,6300.0,6266.68,6293.28,239.4042611500019
2018-08-16 01:00:00,1534381200,6244.63,6296.15,6295.01,6266.69,351.29163210999536
2018-08-16 00:00:00,1534377600,6200.0,6320.0,6269.01,6295.01,576.2386749999891
2018-08-15 23:00:00,1534374000,6235.03,6350.0,6346.43,6269.01,1304.8561610899878
2018-08-15 22:00:00,1534370400,6346.42,6440.0,6412.11,6346.42,503.4511963499968
2018-08-15 21:00:00,1534366800,6332.57,6435.0,6374.99,6412.11,464.34868231999815
2018-08-15 20:00:00,1534363200,6300.0,6383.82,6383.82,6375.0,936.4328030799896
2018-08-15 19:00:00,1534359600,6354.5,6541.0,6534.97,6383.82,1465.4031132899743
2018-08-15 18:00:00,1534356000,6525.01,6589.0,6569.96,6534.97,642.0522580999939
2018-08-15 17:00:00,1534352400,6534.1,6593.21,6593.2,6569.96,909.320796859984
2018-08-15 16:00:00,1534348800,6450.0,6636.0,6450.01,6593.21,2636.8846409500147
2018-08-15 15:00:00,1534345200,6396.0,6490.0,6409.99,6450.01,1109.940611489978
2018-08-15 14:00:00,1534341600,6331.13,6410.0,6344.99,6410.0,409.6820051799992
2018-08-15 13:00:00,1534338000,6340.89,6410.86,6393.01,6345.0,455.1066902599926
2018-08-15 12:00:00,1534334400,6324.68,6400.0,6355.98,6393.0,350.30157182999824
2018-08-15 11:00:00,1534330800,6302.89,6355.98,6302.89,6355.97,289.1337823800006
2018-08-15 10:00:00,1534327200,6280.0,6391.69,6374.48,6302.89,395.35547056000013
2018-08-15 09:00:00,1534323600,6328.14,6442.5,6440.0,6374.47,503.07665220999473
2018-08-15 08:00:00,1534320000,6402.02,6472.5,6409.59,6439.99,337.467507529998
2018-08-15 07:00:00,1534316400,6325.94,6490.0,6325.95,6409.58,981.9817595799884
2018-08-15 06:00:00,1534312800,6300.73,6326.0,6311.1,6325.95,213.40240031000056
2018-08-15 05:00:00,1534309200,6308.88,6340.0,6330.0,6311.09,261.27525175000085
2018-08-15 04:00:00,1534305600,6284.0,6383.0,6300.01,6330.0,736.7836070099858
2018-08-15 03:00:00,1534302000,6222.51,6302.53,6268.38,6300.01,899.4955586399917
2018-08-15 02:00:00,1534298400,6218.01,6296.0,6227.0,6268.38,715.405273099989
2018-08-15 01:00:00,1534294800,6200.0,6238.2,6223.37,6227.0,389.54237955999326
2018-08-15 00:00:00,1534291200,6189.0,6264.74,6195.0,6223.37,875.8456207299879
2018-08-14 23:00:00,1534287600,6119.71,6238.32,6137.15,6195.01,856.8982743599936
2018-08-14 22:00:00,1534284000,6080.9,6172.12,6110.07,6137.15,679.8850561599933
2018-08-14 21:00:00,1534280400,6073.85,6132.57,6073.86,6110.06,542.831701239996
2018-08-14 20:00:00,1534276800,6060.0,6101.13,6087.26,6074.34,541.4169115599901
2018-08-14 19:00:00,1534273200,6055.51,6145.0,6055.52,6087.26,940.2015943299764
2018-08-14 18:00:00,1534269600,6009.99,6060.0,6030.01,6055.52,647.66351846999
2018-08-14 17:00:00,1534266000,6019.39,6085.0,6034.01,6030.01,688.2456242899917
2018-08-14 16:00:00,1534262400,5990.0,6035.01,6035.01,6034.01,525.6781866699954
2018-08-14 15:00:00,1534258800,5980.0,6051.0,6031.23,6035.01,656.934237059989
2018-08-14 14:00:00,1534255200,6023.75,6140.0,6130.03,6031.23,712.057629399995
2018-08-14 13:00:00,1534251600,6100.0,6170.0,6104.5,6130.03,467.34522446999694
2018-08-14 12:00:00,1534248000,5995.74,6168.0,6009.0,6104.99,1010.3466187499936
2018-08-14 11:00:00,1534244400,5979.79,6032.72,6029.08,6009.0,373.5370426999965
2018-08-14 10:00:00,1534240800,6008.85,6089.86,6052.99,6029.08,190.82263005000118
2018-08-14 09:00:00,1534237200,6016.29,6066.24,6029.01,6052.98,229.66152635999995
2018-08-14 08:00:00,1534233600,6010.0,6051.53,6039.01,6029.01,139.3869199500006
2018-08-14 07:00:00,1534230000,5966.7,6075.88,5978.18,6039.01,315.10617570999875
2018-08-14 06:00:00,1534226400,5956.34,6001.05,6001.04,5978.17,366.5269796799965
2018-08-14 05:00:00,1534222800,6000.0,6020.0,6018.44,6001.05,238.3433552600003
2018-08-14 04:00:00,1534219200,5967.13,6047.28,5998.0,6018.43,721.4480465899951
2018-08-14 03:00:00,1534215600,5919.78,5998.0,5956.06,5998.0,1018.0227396999867
2018-08-14 02:00:00,1534212000,5900.0,6034.99,6032.24,5956.06,2772.6878284300687
2018-08-14 01:00:00,1534208400,6028.0,6238.19,6224.4,6035.19,2249.894575899965
2018-08-14 00:00:00,1534204800,6182.34,6258.32,6253.67,6224.39,854.7043945999841
2018-08-13 23:00:00,1534201200,6250.0,6290.0,6263.98,6253.67,350.6817855999961
2018-08-13 22:00:00,1534197600,6213.02,6289.04,6244.94,6263.98,474.2629590099883
2018-08-13 21:00:00,1534194000,6244.31,6278.7,6278.19,6244.94,283.1163855100002
2018-08-13 20:00:00,1534190400,6222.11,6299.96,6235.0,6278.34,724.2442250599887
2018-08-13 19:00:00,1534186800,6205.0,6250.0,6245.0,6235.94,394.2179362199969
2018-08-13 18:00:00,1534183200,6193.4,6250.0,6229.99,6244.99,593.3227956799919
2018-08-13 17:00:00,1534179600,6139.57,6285.12,6285.11,6230.0,1506.4401070399665
2018-08-13 16:00:00,1534176000,6265.59,6331.38,6295.35,6285.12,556.3690826499941
2018-08-13 15:00:00,1534172400,6206.0,6380.0,6379.99,6295.0,1127.5099167899978
2018-08-13 14:00:00,1534168800,6350.63,6425.21,6414.47,6380.0,530.8624464199984
2018-08-13 13:00:00,1534165200,6360.0,6447.57,6447.56,6414.46,684.4562573899938
2018-08-13 12:00:00,1534161600,6440.0,6475.84,6442.99,6447.57,305.52441671999804
2018-08-13 11:00:00,1534158000,6433.42,6474.93,6474.93,6443.0,284.11744205999884
2018-08-13 10:00:00,1534154400,6444.79,6476.0,6465.69,6474.92,131.07775124000074
2018-08-13 09:00:00,1534150800,6465.69,6501.0,6474.88,6465.69,102.1701550400015
2018-08-13 08:00:00,1534147200,6439.12,6544.99,6439.12,6474.87,482.5209547299928
2018-08-13 07:00:00,1534143600,6401.99,6439.13,6422.7,6439.13,102.62905443000051
2018-08-13 06:00:00,1534140000,6326.76,6472.0,6330.46,6422.71,737.1132224599897
2018-08-13 05:00:00,1534136400,6309.97,6349.8,6338.22,6330.46,137.81283160000166
2018-08-13 04:00:00,1534132800,6337.76,6383.39,6346.7,6338.22,250.11362842999748
2018-08-13 03:00:00,1534129200,6326.71,6364.49,6330.35,6346.71,266.62272099999853
2018-08-13 02:00:00,1534125600,6307.22,6331.23,6326.27,6330.35,211.21727036999908
2018-08-13 01:00:00,1534122000,6324.24,6345.0,6329.73,6326.27,162.9051721600007
2018-08-13 00:00:00,1534118400,6316.0,6347.1,6316.0,6329.72,204.81427196000104
2018-08-12 23:00:00,1534114800,6294.02,6344.0,6339.74,6316.01,294.53677206
2018-08-12 22:00:00,1534111200,6313.62,6393.93,6363.0,6339.73,451.95122350999367
2018-08-12 21:00:00,1534107600,6323.4,6363.0,6344.08,6363.0,209.85294589999958
2018-08-12 20:00:00,1534104000,6285.8,6355.7,6326.51,6344.08,460.65323520999533
2018-08-12 19:00:00,1534100400,6225.58,6482.0,6309.94,6326.49,1982.7848032999927
2018-08-12 18:00:00,1534096800,6283.44,6324.0,6305.95,6309.94,217.92620591000042
2018-08-12 17:00:00,1534093200,6274.0,6328.53,6311.11,6305.94,231.4053460700006
2018-08-12 16:00:00,1534089600,6251.53,6338.91,6320.76,6311.11,380.0106312599949
2018-08-12 15:00:00,1534086000,6292.84,6375.0,6309.05,6318.28,312.15863585999926
2018-08-12 14:00:00,1534082400,6266.23,6337.92,6266.24,6309.05,284.641300129999
2018-08-12 13:00:00,1534078800,6237.43,6272.98,6253.39,6266.23,100.8515781300003
2018-08-12 12:00:00,1534075200,6190.42,6374.0,6350.14,6253.39,630.4152902899832
2018-08-12 11:00:00,1534071600,6304.33,6374.0,6329.65,6353.06,128.96910801000126
2018-08-12 10:00:00,1534068000,6307.01,6347.5,6322.67,6329.66,95.09602077000164
2018-08-12 09:00:00,1534064400,6299.82,6336.67,6305.64,6322.27,68.62690152000012
2018-08-12 08:00:00,1534060800,6287.73,6331.0,6331.0,6305.63,98.24369768000028
2018-08-12 07:00:00,1534057200,6305.16,6354.02,6345.79,6330.99,164.66259948999937
2018-08-12 06:00:00,1534053600,6317.99,6361.96,6341.62,6345.78,111.1398375600005
2018-08-12 05:00:00,1534050000,6264.98,6385.45,6264.99,6341.62,387.90544912999803
2018-08-12 04:00:00,1534046400,6260.0,6285.69,6285.69,6264.99,158.7918080700004
2018-08-12 03:00:00,1534042800,6264.3,6300.0,6291.43,6288.02,243.62029244999874
2018-08-12 02:00:00,1534039200,6273.24,6298.99,6273.24,6291.42,173.77676151000168
2018-08-12 01:00:00,1534035600,6224.4,6284.74,6279.37,6273.25,317.3028263799942
2018-08-12 00:00:00,1534032000,6169.46,6314.9,6236.0,6279.36,818.763771109979
2018-08-11 23:00:00,1534028400,6226.0,6410.0,6405.01,6235.56,747.7746506599926
2018-08-11 22:00:00,1534024800,6389.82,6408.6,6394.13,6405.01,164.22816807000012
2018-08-11 21:00:00,1534021200,6384.63,6421.12,6421.12,6394.14,184.61403363000235
2018-08-11 20:00:00,1534017600,6386.12,6421.12,6395.53,6421.12,213.27460559000042
2018-08-11 19:00:00,1534014000,6369.92,6403.56,6398.59,6395.53,271.4229668800008
2018-08-11 18:00:00,1534010400,6385.0,6458.37,6450.75,6398.6,730.7664641199887
2018-08-11 17:00:00,1534006800,6120.99,6485.76,6121.0,6446.44,2019.3329439199767
2018-08-11 16:00:00,1534003200,6082.0,6176.91,6118.63,6121.0,470.0588045299925
2018-08-11 15:00:00,1533999600,6094.34,6135.36,6125.36,6118.64,402.7180309699952
2018-08-11 14:00:00,1533996000,6103.88,6149.0,6116.77,6125.01,303.40604701000075
2018-08-11 13:00:00,1533992400,6099.97,6129.8,6123.73,6116.84,246.73068364000062
2018-08-11 12:00:00,1533988800,6075.0,6158.06,6119.97,6123.73,324.1566634899995
2018-08-11 11:00:00,1533985200,6086.72,6131.21,6130.01,6119.97,163.88303897
2018-08-11 10:00:00,1533981600,6110.01,6190.0,6117.19,6130.01,152.85767026000346
2018-08-11 09:00:00,1533978000,6100.0,6123.34,6105.82,6117.19,130.9479927500003
2018-08-11 08:00:00,1533974400,6098.57,6150.0,6109.53,6105.82,228.97363176
2018-08-11 07:00:00,1533970800,6065.14,6124.36,6087.53,6109.53,233.61706538000007
2018-08-11 06:00:00,1533967200,6058.09,6116.76,6099.99,6087.52,225.62468413
2018-08-11 05:00:00,1533963600,6003.0,6140.0,6106.28,6100.0,922.492740129988
2018-08-11 04:00:00,1533960000,6090.0,6145.0,6114.34,6106.28,363.49946270999817
2018-08-11 03:00:00,1533956400,6094.0,6138.0,6138.0,6114.33,382.73731869999705
2018-08-11 02:00:00,1533952800,6090.0,6153.01,6110.0,6138.0,383.5137143700006
2018-08-11 01:00:00,1533949200,6080.03,6131.83,6091.87,6110.0,404.09693712999746
2018-08-11 00:00:00,1533945600,6087.0,6168.52,6146.01,6091.87,482.49938798999517
2018-08-10 23:00:00,1533942000,6077.0,6196.01,6102.11,6146.01,785.0335473099858
2018-08-10 22:00:00,1533938400,6069.99,6145.0,6070.0,6102.1,880.9845537499756
2018-08-10 21:00:00,1533934800,6015.0,6190.01,6190.01,6070.0,2183.0105650600203
2018-08-10 20:00:00,1533931200,6149.38,6402.49,6402.49,6190.01,1793.133598589989
2018-08-10 19:00:00,1533927600,6384.95,6402.49,6402.4,6402.49,282.6781437900005
2018-08-10 18:00:00,1533924000,6380.0,6425.0,6420.0,6402.4,509.81386629998633
2018-08-10 17:00:00,1533920400,6345.0,6439.0,6370.0,6420.0,829.3804943599931
2018-08-10 16:00:00,1533916800,6361.9,6476.13,6476.13,6369.99,534.8096966299985
2018-08-10 00:00:00,1533859200,6546.46,6584.8,6546.46,6556.25,266.84389406999964
2018-08-09 23:00:00,1533855600,6525.52,6610.05,6610.04,6546.45,521.6433881299977
2018-08-09 22:00:00,1533852000,6576.7,6623.79,6589.24,6610.05,357.06953208999937
2018-08-09 21:00:00,1533848400,6505.99,6633.21,6506.0,6586.0,1264.7674189599934
2018-08-09 20:00:00,1533844800,6463.01,6506.0,6472.27,6506.0,381.2604671
2018-08-09 19:00:00,1533841200,6460.0,6515.76,6474.0,6472.27,560.6402139599945
2018-08-09 18:00:00,1533837600,6452.56,6480.0,6475.56,6474.0,450.6634426199965
2018-08-09 17:00:00,1533834000,6440.0,6489.99,6455.01,6475.56,642.1803181399966
2018-08-09 16:00:00,1533830400,6445.0,6479.99,6450.5,6455.01,786.1676888599964
2018-08-09 15:00:00,1533826800,6427.16,6557.16,6505.1,6450.5,1122.8524574399867
2018-08-09 14:00:00,1533823200,6400.0,6530.0,6420.07,6505.11,1225.5741028099926
2018-08-09 13:00:00,1533819600,6177.51,6473.0,6251.0,6421.85,2308.1641204500306
2018-08-09 12:00:00,1533816000,6235.19,6328.75,6328.75,6251.0,853.0355998799901
2018-08-09 11:00:00,1533812400,6315.45,6343.34,6343.33,6328.75,225.76722548000004
2018-08-09 10:00:00,1533808800,6311.2,6349.99,6335.83,6343.34,132.3664096100002
2018-08-09 09:00:00,1533805200,6313.99,6341.61,6314.0,6335.83,157.95322109000008
2018-08-09 08:00:00,1533801600,6282.51,6328.22,6321.15,6314.0,126.93842982000044
2018-08-09 07:00:00,1533798000,6306.0,6364.73,6351.85,6321.15,167.97027583000025
2018-08-09 06:00:00,1533794400,6339.99,6369.28,6346.35,6351.85,351.70716475999944
2018-08-09 05:00:00,1533790800,6338.0,6389.96,6355.0,6346.35,307.26334896999964
2018-08-09 04:00:00,1533787200,6303.6,6355.0,6324.98,6355.0,218.58409257000042
2018-08-09 03:00:00,1533783600,6294.49,6330.0,6323.86,6324.98,323.11490648999813
2018-08-09 02:00:00,1533780000,6310.0,6338.0,6338.0,6323.86,360.7940599099993
2018-08-09 01:00:00,1533776400,6288.42,6338.0,6288.43,6338.0,321.56436478999905
2018-08-09 00:00:00,1533772800,6269.03,6331.08,6282.5,6288.42,812.5583142799885
2018-08-08 23:00:00,1533769200,6221.28,6284.9,6263.46,6282.5,588.6933903999939
2018-08-08 22:00:00,1533765600,6241.44,6326.31,6299.99,6263.45,547.187075409994
2018-08-08 21:00:00,1533762000,6250.0,6330.0,6319.01,6300.0,535.5648027999954
2018-08-08 20:00:00,1533758400,6300.0,6340.0,6340.0,6319.01,607.1658491599889
2018-08-08 19:00:00,1533754800,6266.21,6365.99,6266.22,6339.99,1387.025889509981
2018-08-08 18:00:00,1533751200,6121.04,6269.52,6242.19,6266.21,2776.794445890044
2018-08-08 17:00:00,1533747600,6218.76,6293.29,6254.89,6242.2,1630.71454883999
2018-08-08 16:00:00,1533744000,6181.0,6491.99,6477.5,6254.88,3278.425195910028
2018-08-08 15:00:00,1533740400,6470.0,6499.0,6491.46,6477.5,575.2268420599958
2018-08-08 14:00:00,1533736800,6414.18,6491.46,6464.99,6491.46,779.8472185599927
2018-08-08 13:00:00,1533733200,6454.99,6521.45,6497.19,6465.0,575.4349991299941
2018-08-08 12:00:00,1533729600,6470.22,6522.13,6515.0,6497.18,617.1168585699969
2018-08-08 11:00:00,1533726000,6470.0,6533.96,6485.01,6515.01,343.5992945499981
2018-08-08 10:00:00,1533722400,6441.85,6499.41,6499.41,6485.01,335.03101775999903
2018-08-08 09:00:00,1533718800,6472.76,6527.06,6512.88,6499.41,156.45776881000126
2018-08-08 08:00:00,1533715200,6440.03,6516.18,6456.02,6512.88,249.64747963000008
2018-08-08 07:00:00,1533711600,6456.01,6552.99,6548.92,6456.01,315.0292285299965
2018-08-08 06:00:00,1533708000,6504.88,6555.32,6537.32,6548.92,339.555056729999
2018-08-08 05:00:00,1533704400,6395.0,6552.41,6498.0,6537.32,1648.7059680199832
2018-08-08 04:00:00,1533700800,6463.0,6589.88,6588.0,6497.99,1602.2579989599935
2018-08-08 03:00:00,1533697200,6575.0,6620.0,6617.45,6588.01,305.6177871199997
2018-08-08 02:00:00,1533693600,6565.0,6617.46,6575.86,6617.45,686.9989020799994
2018-08-08 01:00:00,1533690000,6563.95,6636.99,6603.99,6575.86,674.4534855899981
2018-08-08 00:00:00,1533686400,6556.08,6718.22,6718.22,6603.99,1588.7995100199814
2018-08-07 23:00:00,1533682800,6700.0,6750.0,6750.0,6718.22,503.61590048999847
2018-08-07 22:00:00,1533679200,6714.13,6798.56,6752.4,6750.0,717.9509770799962
2018-08-07 21:00:00,1533675600,6647.07,6876.01,6876.0,6752.4,2656.0097684100683
2018-08-07 20:00:00,1533672000,6850.0,7000.01,7000.01,6876.0,1514.8070682799716
2018-08-07 19:00:00,1533668400,7000.0,7101.52,7097.29,7000.01,531.5135516600012
2018-08-07 18:00:00,1533664800,7078.62,7111.97,7111.97,7097.29,289.42705816999853
2018-08-07 17:00:00,1533661200,7090.0,7120.0,7119.99,7111.97,332.2870718499996
2018-08-07 16:00:00,1533657600,7100.9,7131.0,7110.01,7119.99,420.17485338999916
2018-08-07 15:00:00,1533654000,7087.37,7125.0,7093.01,7110.0,332.68078242999826
2018-08-07 14:00:00,1533650400,7051.0,7093.02,7070.0,7093.02,397.28258086999983
2018-08-07 13:00:00,1533646800,7070.0,7152.0,7123.01,7070.01,499.754173899997
2018-08-07 12:00:00,1533643200,7067.43,7144.03,7092.27,7123.01,496.8100607599997
2018-08-07 11:00:00,1533639600,7049.99,7112.11,7050.0,7092.26,311.3854835099985
2018-08-07 10:00:00,1533636000,7035.0,7059.99,7059.98,7050.0,66.20758025000012
2018-08-07 09:00:00,1533632400,7033.99,7066.5,7033.99,7059.98,109.06552963000028
2018-08-07 08:00:00,1533628800,7013.45,7047.84,7020.29,7034.0,116.10862126999996
